Agency Abbreviation,Bureau Name,Program Account/Fund,Public Law,Program Name (if different),Appropriated,Announced/Allocated,Obligated,Outlayed,State,Date,Funding Source,Disaster Number
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$146,937.63","$146,937.63","$146,937.63",NY,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$95,890.73","$95,890.73","$95,890.73",OH,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$527,604.19","$477,604.19","$477,604.19",OH,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$119,266.54","$119,266.54","$119,266.54",OH,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$229,157.26","$202,472.37","$202,472.37",OK,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$37,268.82","$37,268.82","$37,268.82",OK,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$99,277.72","$99,277.72","$99,277.72",OK,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$4,023,447.70","$4,023,447.70","$4,023,447.70",PA,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$134,553.90","$134,553.90","$134,553.90",PA,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$320,267.85","$87,631.21","$81,039.37",PR,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$15,085,099.99","$15,081,007.11","$15,081,007.11",PR,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$100,422.55","$105,203.68","$62,235.28",PR,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$508,447.50","$508,447.50","$508,447.50",RI,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$2,691,082.92","$2,691,082.92","$2,691,082.92",SC,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$1,454,679.52","$1,454,679.52","$1,454,679.52",SC,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$2,866,500.00","$2,287,767.14","$1,216,077.91",SC,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$512,059.10","$512,059.10","$512,059.10",TN,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$678,754.56","$577,500.67","$409,520.32",TN,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$205,769.12","$205,769.12","$205,769.12",TN,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$645,929.88","$560,556.09","$560,556.09",TN,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$189,271.83","$189,271.83","$189,271.83",TN,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$95,804.70","$95,804.70","$95,804.70",TN,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$196,016.28","$196,016.28","$196,016.28",TN,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$974,367.03","$974,367.03","$974,367.03",TN,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$135,736.49","$135,736.49","$135,736.49",TN,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$446,826.76","$446,826.76","$446,826.76",TN,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$181,078.24","$181,078.24","$181,078.24",TN,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$14,292.91","$14,292.91","$14,292.91",TN,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$111,246.04","$111,246.04","$111,246.04",TN,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$578,273.72","$578,273.72","$578,273.72",TN,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$37,997.06","$37,997.06","$37,997.06",TN,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$1,299,483.65","$1,299,483.65","$1,299,483.65",TX,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$5,059,444.86","$5,009,425.99","$4,548,448.67",TX,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$2,152,019.13","$2,152,019.13","$2,152,019.13",TX,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$561,735.00","$561,721.65","$561,721.65",TX,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$167,564,427.27","$167,564,427.27","$167,564,427.27",TX,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$28,047,825.00","$28,047,825.00","$2,784,050.14",TX,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$1,689,509.85","$1,648,208.65","$707,382.63",UT,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$392,820.19","$392,820.19","$392,820.19",UT,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$274,237.38","$274,237.38","$274,237.38",UT,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$349,939.90","$349,939.90","$349,939.90",UT,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$5,870,636.27","$5,870,636.27","$5,870,636.27",UT,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$261,131.52","$261,131.52","$261,131.52",UT,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$1,306,448.75","$1,306,448.75","$1,306,448.75",UT,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$6,463,645.86","$6,463,645.86","$6,463,645.86",UT,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$353,852.17","$353,852.17","$353,852.17",UT,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$1,589,101.74","$1,589,101.74","$1,589,101.74",UT,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$45,940.79","$45,643.74","$45,643.74",VT,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$3,106.38","$3,106.38","$3,106.38",VT,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$102,047.41","$102,047.41","$102,047.41",VT,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$15,000.00","$15,000.00","$15,000.00",WA,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$47,250.00",$0.00,$0.00,WA,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$63,834.66","$63,834.66","$63,834.66",WI,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$47,401.50","$47,401.50","$47,401.50",WI,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$721,357.28","$721,357.28","$721,357.28",WY,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$103,120.20","$103,120.20","$103,120.20",WY,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$12,248.28","$12,248.28","$12,248.28",WY,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$5,502,079.50","$5,502,079.50","$5,502,079.50",WY,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$731,066.70","$731,066.70","$731,066.70",WY,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,C- Emergency PL 115-123,,$0.00,"$657,408.96","$657,408.96","$657,408.96",WY,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,E- Emergency PL 116-20,,$0.00,"$984,630.43","$978,871.23","$878,871.23",AL,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,E- Emergency PL 116-20,,$0.00,"$53,886.00","$50,037.00",$0.00,AR,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,E- Emergency PL 116-20,,$0.00,"$432,518.00",$0.00,$0.00,AR,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,E- Emergency PL 116-20,,$0.00,"$263,054.00","$263,054.00","$263,054.00",CA,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,E- Emergency PL 116-20,,$0.00,"$6,663,173.46","$6,474,236.36","$5,286,736.36",CO,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,E- Emergency PL 116-20,,$0.00,"$69,450.00","$69,450.00","$27,535.87",CO,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,E- Emergency PL 116-20,,$0.00,"$265,919.32","$265,919.32","$265,919.32",CO,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,E- Emergency PL 116-20,,$0.00,"$57,224.33","$57,224.33","$57,224.33",CO,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,E- Emergency PL 116-20,,$0.00,"$117,655.00","$117,655.00",$0.00,CO,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,E- Emergency PL 116-20,,$0.00,"$1,452,932.70","$1,452,932.70","$1,452,932.70",FL,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,E- Emergency PL 116-20,,$0.00,"$48,160.97","$48,160.97","$48,160.97",GA,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,E- Emergency PL 116-20,,$0.00,"$18,599,239.94","$18,599,239.94","$1,537,224.96",IA,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
USDA,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,E- Emergency PL 116-20,,$0.00,"$3,766,360.23","$3,766,360.23","$2,462,804.63",IA,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
